n2                      4  0.1741872E-01
n2                      5  0.1741872E-01
n2                      6  0.1741872E-01
n2                      7  0.1741872E-01
n2                      8  0.1741872E-01
n2                      9  0.1741863E-01
n2                     10  0.1741868E-01
n2                     11  0.1741875E-01
n2                     12  0.1741871E-01
n2                     13  0.1741874E-01
n2                     14  0.1741859E-01
n2                     15  0.1741869E-01
n2                     16  0.1741857E-01
n2                     17  0.1741859E-01
n2                     18  0.1741882E-01
n2                     19  0.1741882E-01
n2                     20  0.1741893E-01
n2                     21  0.1741903E-01
n2                     22  0.1741903E-01
n2                     23  0.1741898E-01
n2                     24  0.1741905E-01
n2                     25  0.1741886E-01
ar                      1  0.1474600E-01
ar                      2  0.1474600E-01
ar                      3  0.1474600E-01
ar                      4  0.1474600E-01
ar                      5  0.1474600E-01
ar                      6  0.1474600E-01
ar                      7  0.1474600E-01
ar                      8  0.1474601E-01
ar                      9  0.1474595E-01
ar                     10  0.1474605E-01
ar                     11  0.1474606E-01
ar                     12  0.1474599E-01
ar                     13  0.1474600E-01
ar                     14  0.1474597E-01
ar                     15  0.1474587E-01
ar                     16  0.1474589E-01
ar                     17  0.1474600E-01
ar                     18  0.1474612E-01
ar                     19  0.1474610E-01
ar                     20  0.1474649E-01
ar                     21  0.1474636E-01
ar                     22  0.1474622E-01
ar                     23  0.1474625E-01
ar                     24  0.1474592E-01
ar                     25  0.1474627E-01
h2o_ice                 1  0.1000000E-30
h2o_ice                 2  0.1000000E-30
h2o_ice                 3  0.1000000E-30
h2o_ice                 4  0.1000000E-30
h2o_ice                 5  0.1000000E-30
h2o_ice                 6  0.1000000E-30
h2o_ice                 7  0.1000000E-30
h2o_ice                 8  0.1000000E-30
h2o_ice                 9  0.1000000E-30
h2o_ice                10  0.1000000E-30
h2o_ice                11  0.1000000E-30
h2o_ice                12  0.1000000E-30
h2o_ice                13  0.1000000E-30
h2o_ice                14  0.7109742E-30
h2o_ice                15  0.7009960E-27
h2o_ice                16  0.2797834E-08
h2o_ice                17  0.1244354E-04
h2o_ice                18  0.8932946E-04
h2o_ice                19  0.8305292E-04
h2o_ice                20  0.3412244E-04
h2o_ice                21  0.1382932E-04
h2o_ice                22  0.4746388E-05
h2o_ice                23  0.4398881E-06
h2o_ice                24  0.1000000E-30
h2o_ice                25  0.1000000E-30
h2o_vap                 1  0.1184033E-03
h2o_vap                 2  0.1184449E-03
h2o_vap                 3  0.1185479E-03
h2o_vap                 4  0.1187494E-03
h2o_vap                 5  0.1190881E-03
h2o_vap                 6  0.1194985E-03
h2o_vap                 7  0.1232247E-03
h2o_vap                 8  0.1255678E-03
h2o_vap                 9  0.1345503E-03
h2o_vap                10  0.1509327E-03
h2o_vap                11  0.1599554E-03
h2o_vap                12  0.1423549E-03
h2o_vap                13  0.9883646E-04
h2o_vap                14  0.6311249E-04
h2o_vap                15  0.4390658E-04
h2o_vap                16  0.3415355E-04
h2o_vap                17  0.2583576E-04
h2o_vap                18  0.1279422E-04
h2o_vap                19  0.5067652E-05
h2o_vap                20  0.1048735E-05
h2o_vap                21  0.1109934E-06
h2o_vap                22  0.2565753E-07
h2o_vap                23  0.9942551E-06
h2o_vap                24  0.3690890E-05
h2o_vap                25  0.3221036E-05
ch4                     1  0.5435541E-07
ch4                     2  0.9999585E-07
ch4                     3  0.9999585E-07
ch4                     4  0.9999585E-07
ch4                     5  0.1000000E-06
ch4                     6  0.1000000E-06
ch4                     7  0.1000000E-06
ch4                     8  0.1000000E-06
ch4                     9  0.1007586E-07
ch4                    10  0.3686416E-08
ch4                    11  0.3686448E-08
ch4                    12  0.3686500E-08
ch4                    13  0.3686503E-08
ch4                    14  0.3686438E-08
ch4                    15  0.3686499E-08
ch4                    16  0.3686483E-08
ch4                    17  0.3686497E-08
ch4                    18  0.3686506E-08
ch4                    19  0.3686565E-08
ch4                    20  0.3686355E-08
ch4                    21  0.3686101E-08
ch4                    22  0.3686329E-08
ch4                    23  0.3686564E-08
ch4                    24  0.3686549E-08
ch4                    25  0.3685070E-08
ch3                     1  0.1000000E-08
ch3                     2  0.1000000E-08
ch3                     3  0.1000000E-08
ch3                     4  0.1000000E-08
ch3                     5  0.1000000E-08
ch3                     6  0.1000000E-08
ch3                     7  0.1000000E-08
ch3                     8  0.1000000E-08
ch3                     9  0.1000000E-08
ch3                    10  0.1000000E-08
ch3                    11  0.1000000E-08
ch3                    12  0.2044279E-19
ch3                    13  0.2508501E-19
ch3                    14  0.3351411E-19
ch3                    15  0.4969856E-19
ch3                    16  0.8526859E-19
ch3                    17  0.1705159E-18
ch3                    18  0.4667473E-18
ch3                    19  0.1229353E-17
ch3                    20  0.9234297E-18
ch3                    21  0.6281617E-18
ch3                    22  0.3887815E-18
ch3                    23  0.2085189E-18
ch3                    24  0.2286068E-18
ch3                    25  0.4549635E-18
ch3o2                   1  0.1934010E-19
ch3o2                   2  0.1906979E-19
ch3o2                   3  0.1876931E-19
ch3o2                   4  0.1830505E-19
ch3o2                   5  0.1750811E-19
ch3o2                   6  0.1625323E-19
ch3o2                   7  0.1469153E-19
ch3o2                   8  0.5720555E-16
ch3o2                   9  0.1325678E-19
ch3o2                  10  0.1303846E-19
ch3o2                  11  0.1250852E-15
ch3o2                  12  0.1143759E-15
ch3o2                  13  0.1051971E-15
ch3o2                  14  0.1033589E-15
ch3o2                  15  0.1040058E-15
ch3o2                  16  0.1061207E-15
ch3o2                  17  0.1068300E-15
ch3o2                  18  0.9754965E-16
ch3o2                  19  0.4365110E-16
ch3o2                  20  0.4387533E-17
ch3o2                  21  0.9945251E-18
ch3o2                  22  0.2330207E-18
ch3o2                  23  0.4791354E-19
ch3o2                  24  0.9308231E-20
ch3o2                  25  0.7097472E-21
ch3ooh                  1  0.1000000E-06
ch3ooh                  2  0.1000000E-06
ch3ooh                  3  0.1000000E-06
ch3ooh                  4  0.1000000E-06
ch3ooh                  5  0.1000000E-06
ch3ooh                  6  0.1000000E-06
ch3ooh                  7  0.1000000E-06
ch3ooh                  8  0.1000000E-06
ch3ooh                  9  0.1000000E-06
ch3ooh                 10  0.1000000E-06
ch3ooh                 11  0.3113299E-13
ch3ooh                 12  0.2777918E-13
ch3ooh                 13  0.2191301E-13
ch3ooh                 14  0.1653591E-13
ch3ooh                 15  0.1216326E-13
ch3ooh                 16  0.8690679E-14
ch3ooh                 17  0.5459090E-14
ch3ooh                 18  0.2633125E-14
ch3ooh                 19  0.6020419E-15
ch3ooh                 20  0.1596732E-15
ch3ooh                 21  0.2553513E-16
ch3ooh                 22  0.2664743E-18
ch3ooh                 23  0.7890688E-18
ch3ooh                 24  0.9413436E-20
ch3ooh                 25  0.4219814E-23
ch3oh                   1  0.2143586E-17
ch3oh                   2  0.2143547E-17
ch3oh                   3  0.1605460E-07
ch3oh                   4  0.5801568E-07
ch3oh                   5  0.9999585E-07
ch3oh                   6  0.9999585E-07
ch3oh                   7  0.1000000E-06
ch3oh                   8  0.4124443E-07
ch3oh                   9  0.4148903E-11
ch3oh                  10  0.3082511E-17
ch3oh                  11  0.4088195E-17
ch3oh                  12  0.5183085E-17
ch3oh                  13  0.6162039E-17
ch3oh                  14  0.7698251E-17
ch3oh                  15  0.1077120E-16
ch3oh                  16  0.1804921E-16
ch3oh                  17  0.3629775E-16
ch3oh                  18  0.9415983E-16
ch3oh                  19  0.2356777E-15
ch3oh                  20  0.1333772E-15
ch3oh                  21  0.5385278E-16
ch3oh                  22  0.1138753E-16
ch3oh                  23  0.1322663E-16
ch3oh                  24  0.1868864E-17
ch3oh                  25  0.5021971E-19
ch3o                    1  0.3514182E-13
ch3o                    2  0.3512202E-13
ch3o                    3  0.3523444E-13
ch3o                    4  0.3555937E-13
ch3o                    5  0.3621666E-13
ch3o                    6  0.3741699E-13
ch3o                    7  0.3894567E-13
ch3o                    8  0.4155889E-13
ch3o                    9  0.4361601E-13
ch3o                   10  0.4966013E-13
ch3o                   11  0.8388629E-17
ch3o                   12  0.7033916E-17
ch3o                   13  0.8334500E-17
ch3o                   14  0.1075561E-16
ch3o                   15  0.1552306E-16
ch3o                   16  0.2514775E-16
ch3o                   17  0.4246215E-16
ch3o                   18  0.7012148E-16
ch3o                   19  0.4742241E-16
ch3o                   20  0.7126755E-17
ch3o                   21  0.2657773E-17
ch3o                   22  0.1183263E-17
ch3o                   23  0.4220984E-18
ch3o                   24  0.2779925E-18
ch3o                   25  0.1243827E-18
hcho                    1  0.1000000E-06
hcho                    2  0.1000000E-06
hcho                    3  0.1000000E-06
hcho                    4  0.1000000E-06
hcho                    5  0.1000000E-06
hcho                    6  0.1000000E-06
hcho                    7  0.1000000E-06
hcho                    8  0.1000000E-06
hcho                    9  0.1000000E-06
